domain,sheet_type,head,relation,tail,vote
staff,Contrary(P)Body(N),no_evident_not_staff_explain,NOT_CONTRARY,staff_not_speak_English_properly,No
staff,Contrary(P)Body(N),no_evident_not_staff_explain,NOT_CONTRARY,staff_clean_after_complaint,No
staff,Contrary(P)Body(N),no_evident_not_staff_explain,NOT_CONTRARY,staff_should_learn_better_English,No
staff,Contrary(P)Body(N),no_evident_not_staff_explain,NOT_CONTRARY,staff_need_improve_organization,No
staff,Contrary(P)Body(N),no_evident_not_staff_explain,NOT_CONTRARY,staff_need_improve_collaboration,No
staff,Contrary(P)Body(N),no_evident_not_staff_explain,NOT_CONTRARY,staff_need_keep_update,No
staff,Contrary(P)Body(N),no_evident_not_staff_explain,NOT_CONTRARY,not_kind_staff,No
staff,Contrary(P)Body(N),no_evident_not_staff_explain,NOT_CONTRARY,no_empathy_staff,No
staff,Contrary(P)Body(N),no_evident_not_staff_explain,NOT_CONTRARY,staff_fail_to_communicate_with_taxi,No
staff,Contrary(P)Body(N),no_evident_not_staff_explain,NOT_CONTRARY,staff_fail_to_guest_request,No
staff,Contrary(P)Body(N),no_evident_not_staff_explain,NOT_CONTRARY,staff_cannot_provide_double_bed,No
staff,Contrary(P)Body(N),no_evident_not_staff_explain,NOT_CONTRARY,offended_staff,No
staff,Contrary(P)Body(N),no_evident_not_staff_explain,CONTRARY_TO,staff_not_justify_booking_issue,Yes
staff,Contrary(P)Body(N),no_evident_not_staff_explain,NOT_CONTRARY,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,No
staff,Contrary(P)Body(N),no_evident_not_staff_explain,CONTRARY_TO,staff_enforce_cancellation_charge,Yes
staff,Contrary(P)Body(N),no_evident_not_staff_explain,NOT_CONTRARY,staff_mistakenly_throw_valuable_item_during_cleaning_service,No
staff,Contrary(P)Body(N),no_evident_not_staff_explain,NOT_CONTRARY,staff_not_provide_good_solution,No
staff,Contrary(P)Body(N),no_evident_not_staff_explain,NOT_CONTRARY,staff_has_unaceptable_manner,No
staff,Contrary(P)Body(N),no_evident_not_staff_explain,NOT_CONTRARY,staff_not_speak_Cypriot_language,No
staff,Contrary(P)Body(N),no_evident_not_staff_explain,CONTRARY_TO,no_staff_at_night,Yes
staff,Contrary(P)Body(N),no_evident_not_staff_explain,NOT_CONTRARY,staff_not_understand_English_well,No
staff,Contrary(P)Body(N),no_evident_not_staff_explain,NOT_CONTRARY,staff_cannot_give_bus_to_airport_information,No
staff,Contrary(P)Body(N),no_evident_not_staff_explain,NOT_CONTRARY,only_one_staff_wear_mask,No
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,NOT_CONTRARY,staff_not_speak_English_properly,No
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,NOT_CONTRARY,staff_clean_after_complaint,No
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,NOT_CONTRARY,staff_should_learn_better_English,No
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,NOT_CONTRARY,staff_need_improve_organization,No
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,NOT_CONTRARY,staff_need_improve_collaboration,No
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,NOT_CONTRARY,staff_need_keep_update,No
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,CONTRARY_TO,not_kind_staff,Yes
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,CONTRARY_TO,no_empathy_staff,Yes
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,NOT_CONTRARY,staff_fail_to_communicate_with_taxi,No
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,NOT_CONTRARY,staff_fail_to_guest_request,No
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,NOT_CONTRARY,staff_cannot_provide_double_bed,No
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,NOT_CONTRARY,offended_staff,No
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,NOT_CONTRARY,staff_not_justify_booking_issue,No
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,NOT_CONTRARY,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,No
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,NOT_CONTRARY,staff_enforce_cancellation_charge,No
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,NOT_CONTRARY,staff_mistakenly_throw_valuable_item_during_cleaning_service,No
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,NOT_CONTRARY,staff_not_provide_good_solution,No
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,CONTRARY_TO,staff_has_unaceptable_manner,Yes
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,NOT_CONTRARY,staff_not_speak_Cypriot_language,No
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,NOT_CONTRARY,no_staff_at_night,No
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,NOT_CONTRARY,staff_not_understand_English_well,No
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,NOT_CONTRARY,staff_cannot_give_bus_to_airport_information,No
staff,Contrary(P)Body(N),no_evident_not_staff_do_everything_to_compensate_inconvenience,NOT_CONTRARY,only_one_staff_wear_mask,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,staff_not_speak_English_properly,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,staff_clean_after_complaint,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,staff_should_learn_better_English,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,staff_need_improve_organization,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,CONTRARY_TO,staff_need_improve_collaboration,Yes
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,CONTRARY_TO,staff_need_keep_update,Yes
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,not_kind_staff,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,no_empathy_staff,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,staff_fail_to_communicate_with_taxi,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,staff_fail_to_guest_request,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,staff_cannot_provide_double_bed,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,offended_staff,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,staff_not_justify_booking_issue,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,staff_enforce_cancellation_charge,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,staff_mistakenly_throw_valuable_item_during_cleaning_service,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,staff_not_provide_good_solution,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,staff_has_unaceptable_manner,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,staff_not_speak_Cypriot_language,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,no_staff_at_night,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,staff_not_understand_English_well,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,staff_cannot_give_bus_to_airport_information,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_a_lot,NOT_CONTRARY,only_one_staff_wear_mask,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,staff_not_speak_English_properly,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,staff_clean_after_complaint,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,staff_should_learn_better_English,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,staff_need_improve_organization,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,staff_need_improve_collaboration,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,staff_need_keep_update,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,not_kind_staff,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,no_empathy_staff,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,staff_fail_to_communicate_with_taxi,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,staff_fail_to_guest_request,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,staff_cannot_provide_double_bed,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,offended_staff,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,staff_not_justify_booking_issue,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,staff_enforce_cancellation_charge,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,staff_mistakenly_throw_valuable_item_during_cleaning_service,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,staff_not_provide_good_solution,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,staff_has_unaceptable_manner,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,staff_not_speak_Cypriot_language,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,no_staff_at_night,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,staff_not_understand_English_well,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,staff_cannot_give_bus_to_airport_information,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_pool,NOT_CONTRARY,only_one_staff_wear_mask,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,staff_not_speak_English_properly,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,staff_clean_after_complaint,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,staff_should_learn_better_English,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,staff_need_improve_organization,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,staff_need_improve_collaboration,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,staff_need_keep_update,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,not_kind_staff,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,no_empathy_staff,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,staff_fail_to_communicate_with_taxi,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,staff_fail_to_guest_request,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,staff_cannot_provide_double_bed,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,offended_staff,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,staff_not_justify_booking_issue,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,staff_enforce_cancellation_charge,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,staff_mistakenly_throw_valuable_item_during_cleaning_service,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,staff_not_provide_good_solution,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,staff_has_unaceptable_manner,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,staff_not_speak_Cypriot_language,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,no_staff_at_night,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,staff_not_understand_English_well,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,staff_cannot_give_bus_to_airport_information,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_play_room,NOT_CONTRARY,only_one_staff_wear_mask,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,staff_not_speak_English_properly,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,staff_clean_after_complaint,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,staff_should_learn_better_English,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,staff_need_improve_organization,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,staff_need_improve_collaboration,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,staff_need_keep_update,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,not_kind_staff,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,no_empathy_staff,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,staff_fail_to_communicate_with_taxi,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,staff_fail_to_guest_request,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,staff_cannot_provide_double_bed,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,offended_staff,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,staff_not_justify_booking_issue,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,staff_enforce_cancellation_charge,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,staff_mistakenly_throw_valuable_item_during_cleaning_service,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,staff_not_provide_good_solution,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,staff_has_unaceptable_manner,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,staff_not_speak_Cypriot_language,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,no_staff_at_night,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,staff_not_understand_English_well,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,staff_cannot_give_bus_to_airport_information,No
staff,Contrary(P)Body(N),no_evident_not_staff_prepare_roof_garden,NOT_CONTRARY,only_one_staff_wear_mask,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,staff_not_speak_English_properly,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,staff_clean_after_complaint,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,staff_should_learn_better_English,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,staff_need_improve_organization,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,staff_need_improve_collaboration,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,staff_need_keep_update,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,not_kind_staff,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,no_empathy_staff,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,staff_fail_to_communicate_with_taxi,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,staff_fail_to_guest_request,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,staff_cannot_provide_double_bed,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,offended_staff,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,staff_not_justify_booking_issue,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,staff_enforce_cancellation_charge,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,staff_mistakenly_throw_valuable_item_during_cleaning_service,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,staff_not_provide_good_solution,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,staff_has_unaceptable_manner,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,staff_not_speak_Cypriot_language,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,no_staff_at_night,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,staff_not_understand_English_well,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,staff_cannot_give_bus_to_airport_information,No
staff,Contrary(P)Body(N),no_evident_not_staff_communicate_well_French,NOT_CONTRARY,only_one_staff_wear_mask,No
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,NOT_CONTRARY,staff_not_speak_English_properly,No
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,NOT_CONTRARY,staff_clean_after_complaint,No
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,NOT_CONTRARY,staff_should_learn_better_English,No
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,NOT_CONTRARY,staff_need_improve_organization,No
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,NOT_CONTRARY,staff_need_improve_collaboration,No
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,NOT_CONTRARY,staff_need_keep_update,No
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,CONTRARY_TO,not_kind_staff,Yes
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,CONTRARY_TO,no_empathy_staff,Yes
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,NOT_CONTRARY,staff_fail_to_communicate_with_taxi,No
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,NOT_CONTRARY,staff_fail_to_guest_request,No
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,NOT_CONTRARY,staff_cannot_provide_double_bed,No
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,CONTRARY_TO,offended_staff,Yes
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,CONTRARY_TO,staff_not_justify_booking_issue,Yes
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,NOT_CONTRARY,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,No
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,CONTRARY_TO,staff_enforce_cancellation_charge,Yes
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,NOT_CONTRARY,staff_mistakenly_throw_valuable_item_during_cleaning_service,No
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,NOT_CONTRARY,staff_not_provide_good_solution,No
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,CONTRARY_TO,staff_has_unaceptable_manner,Yes
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,NOT_CONTRARY,staff_not_speak_Cypriot_language,No
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,NOT_CONTRARY,no_staff_at_night,No
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,NOT_CONTRARY,staff_not_understand_English_well,No
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,NOT_CONTRARY,staff_cannot_give_bus_to_airport_information,No
staff,Contrary(P)Body(N),no_evident_not_willing_to_help_staff,NOT_CONTRARY,only_one_staff_wear_mask,No
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,NOT_CONTRARY,staff_not_speak_English_properly,No
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,NOT_CONTRARY,staff_clean_after_complaint,No
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,NOT_CONTRARY,staff_should_learn_better_English,No
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,NOT_CONTRARY,staff_need_improve_organization,No
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,NOT_CONTRARY,staff_need_improve_collaboration,No
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,NOT_CONTRARY,staff_need_keep_update,No
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,CONTRARY_TO,not_kind_staff,Yes
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,CONTRARY_TO,no_empathy_staff,Yes
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,NOT_CONTRARY,staff_fail_to_communicate_with_taxi,No
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,NOT_CONTRARY,staff_fail_to_guest_request,No
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,NOT_CONTRARY,staff_cannot_provide_double_bed,No
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,CONTRARY_TO,offended_staff,Yes
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,NOT_CONTRARY,staff_not_justify_booking_issue,No
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,NOT_CONTRARY,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,No
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,NOT_CONTRARY,staff_enforce_cancellation_charge,No
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,NOT_CONTRARY,staff_mistakenly_throw_valuable_item_during_cleaning_service,No
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,NOT_CONTRARY,staff_not_provide_good_solution,No
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,CONTRARY_TO,staff_has_unaceptable_manner,Yes
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,NOT_CONTRARY,staff_not_speak_Cypriot_language,No
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,NOT_CONTRARY,no_staff_at_night,No
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,NOT_CONTRARY,staff_not_understand_English_well,No
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,NOT_CONTRARY,staff_cannot_give_bus_to_airport_information,No
staff,Contrary(P)Body(N),no_evident_not_warm_welcome_in_French,NOT_CONTRARY,only_one_staff_wear_mask,No
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,NOT_CONTRARY,staff_not_speak_English_properly,No
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,NOT_CONTRARY,staff_clean_after_complaint,No
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,NOT_CONTRARY,staff_should_learn_better_English,No
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,NOT_CONTRARY,staff_need_improve_organization,No
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,NOT_CONTRARY,staff_need_improve_collaboration,No
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,NOT_CONTRARY,staff_need_keep_update,No
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,CONTRARY_TO,not_kind_staff,Yes
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,NOT_CONTRARY,no_empathy_staff,No
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,NOT_CONTRARY,staff_fail_to_communicate_with_taxi,No
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,NOT_CONTRARY,staff_fail_to_guest_request,No
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,NOT_CONTRARY,staff_cannot_provide_double_bed,No
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,CONTRARY_TO,offended_staff,Yes
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,NOT_CONTRARY,staff_not_justify_booking_issue,No
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,NOT_CONTRARY,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,No
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,NOT_CONTRARY,staff_enforce_cancellation_charge,No
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,NOT_CONTRARY,staff_mistakenly_throw_valuable_item_during_cleaning_service,No
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,NOT_CONTRARY,staff_not_provide_good_solution,No
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,CONTRARY_TO,staff_has_unaceptable_manner,Yes
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,NOT_CONTRARY,staff_not_speak_Cypriot_language,No
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,CONTRARY_TO,no_staff_at_night,Yes
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,NOT_CONTRARY,staff_not_understand_English_well,No
